iter,rot_x,rot_y,rot_z,rot_w,mean_x,mean_y,mean_z,mean_w,roll,pitch,yaw,mean_roll,mean_pitch,mean_yaw,a_x,a_y,a_z,a_mag,alpha_x,alpha_y,alpha_z,alpha_mag,success_rate
215,0.771740,0.421132,-0.476513,0.901804,0.485180,0.599751,-0.037238,0.423091,0.709948,0.496684,0.499529,0.288226,0.036521,0.929249,-0.001978,-0.003080,-0.000835,0.003755,0.003990,0.002443,0.001776,0.005004,0.952381
216,0.756098,0.488475,-0.435555,0.893661,0.486434,0.599236,-0.039082,0.425269,0.745955,0.450655,0.573591,0.290346,0.038438,0.927603,-0.000098,-0.003079,-0.000948,0.003223,0.001344,0.004171,-0.001158,0.004533,0.952381
217,0.734507,0.552331,-0.394246,0.883399,0.487577,0.599020,-0.040719,0.427380,0.781049,0.405248,0.644764,0.292607,0.040128,0.926299,0.000106,-0.003160,-0.000950,0.003302,0.001100,0.004212,-0.001026,0.004472,0.952381
218,0.707698,0.612041,-0.352943,0.871174,0.488587,0.599080,-0.042151,0.429416,0.815406,0.360715,0.713043,0.295005,0.041599,0.925321,0.000481,-0.003164,-0.000948,0.003338,0.000597,0.004322,-0.001168,0.004517,0.953488
219,0.676261,0.667457,-0.311724,0.857068,0.489444,0.599392,-0.043382,0.431369,0.849394,0.317007,0.778846,0.297536,0.042856,0.924652,0.000641,-0.003244,-0.000957,0.003443,0.000440,0.004302,-0.000935,0.004424,0.953488
220,0.641285,0.717749,-0.271274,0.841391,0.490134,0.599930,-0.044418,0.433233,0.882851,0.274717,0.841602,0.300197,0.043910,0.924275,0.001280,-0.003007,-0.000915,0.003394,-0.000506,0.004378,-0.001499,0.004656,0.953488
221,0.603214,0.763252,-0.231471,0.824172,0.490646,0.600669,-0.045264,0.435002,0.916247,0.233589,0.901986,0.302985,0.044769,0.924174,0.001295,-0.003120,-0.000933,0.003504,-0.000421,0.004247,-0.001016,0.004387,0.953488
222,0.562951,0.803699,-0.192752,0.805665,0.490972,0.601583,-0.045929,0.436671,0.949552,0.193966,0.959768,0.305897,0.045441,0.924334,0.001740,-0.002908,-0.000896,0.003505,-0.001062,0.004168,-0.001268,0.004484,0.953488
223,0.520969,0.839357,-0.155149,0.785947,0.491106,0.602650,-0.046418,0.438237,0.983054,0.155778,1.015312,0.308934,0.045935,0.924742,0.001887,-0.002930,-0.000910,0.003602,-0.001175,0.004058,-0.001001,0.004341,0.931818
224,0.490166,0.862029,-0.129009,0.771160,0.491102,0.603808,-0.046787,0.439724,1.007243,0.129369,1.053771,0.312051,0.046308,0.925318,0.008808,0.006919,0.001310,0.011277,-0.015112,0.000582,-0.014685,0.021079,0.931818
225,0.486968,0.864231,-0.126358,0.769608,0.491084,0.604965,-0.047141,0.441190,1.009745,0.126696,1.057671,0.315152,0.046665,0.925906,0.015856,0.021121,0.004700,0.026825,-0.031388,-0.006248,-0.031439,0.044862,0.931818
226,0.486968,0.864231,-0.126358,0.769608,0.491065,0.606112,-0.047491,0.442643,1.009745,0.126696,1.057671,0.318225,0.047019,0.926489,0.001745,0.002515,0.000569,0.003114,-0.003549,-0.000843,-0.003580,0.005111,0.931818
227,0.486968,0.864231,-0.126358,0.769608,0.491047,0.607249,-0.047839,0.444083,1.009745,0.126696,1.057671,0.321272,0.047370,0.927067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.931818
228,0.488370,0.863881,-0.123303,0.769298,0.491036,0.608375,-0.048170,0.445510,1.011280,0.123617,1.056267,0.324298,0.047705,0.927634,0.000387,-0.000256,0.000306,0.000556,0.003430,-0.000187,-0.001596,0.003788,0.933333
229,0.515349,0.854436,-0.065985,0.763355,0.491142,0.609449,-0.048248,0.446898,1.039846,0.066033,1.028067,0.327423,0.047785,0.928073,0.006793,-0.004629,0.005293,0.009777,0.060641,-0.004294,-0.029300,0.067485,0.933333
230,0.561030,0.827387,0.025984,0.753337,0.491446,0.610397,-0.047925,0.448230,1.085533,-0.025987,0.974937,0.330719,0.047464,0.928276,0.004062,-0.003275,0.002892,0.005965,0.038066,-0.006626,-0.023102,0.045018,0.933333
231,0.606739,0.786742,0.113595,0.743199,0.491945,0.611160,-0.047226,0.449507,1.130308,-0.113841,0.913862,0.334180,0.046766,0.928214,-0.000753,-0.000045,-0.000850,0.001137,-0.004766,-0.004192,-0.003899,0.007449,0.933333
232,0.651092,0.733212,0.196161,0.733051,0.492631,0.611686,-0.046177,0.450729,1.175223,-0.197442,0.844651,0.337805,0.045713,0.927854,-0.000698,-0.000000,-0.000726,0.001007,-0.004665,-0.003821,-0.004298,0.007405,0.933333
233,0.692383,0.668104,0.272477,0.723080,0.493488,0.611928,-0.044809,0.451898,1.220765,-0.275966,0.767554,0.341595,0.044332,0.927166,-0.000721,0.000108,-0.000664,0.000987,-0.005382,-0.003282,-0.004164,0.007555,0.934783
234,0.729140,0.592891,0.341812,0.713447,0.494495,0.611847,-0.043157,0.453016,1.267334,-0.348844,0.682701,0.345551,0.042652,0.926121,-0.000703,0.000186,-0.000578,0.000929,-0.005802,-0.002740,-0.004132,0.007632,0.934783
235,0.760056,0.509262,0.403693,0.704303,0.495625,0.611411,-0.041255,0.454085,1.315094,-0.415549,0.590329,0.349677,0.040702,0.924692,-0.000677,0.000259,-0.000493,0.000876,-0.006219,-0.002151,-0.004016,0.007709,0.934783
236,0.783985,0.419293,0.457778,0.695814,0.496847,0.610597,-0.039141,0.455109,1.363813,-0.475494,0.491116,0.353974,0.038515,0.922855,-0.000653,0.000339,-0.000417,0.000846,-0.006736,-0.001463,-0.003665,0.007806,0.934783
237,0.800188,0.324587,0.504323,0.688082,0.498127,0.609390,-0.036848,0.456092,1.413256,-0.528598,0.385358,0.358444,0.036122,0.920587,-0.000575,0.000362,-0.000312,0.000748,-0.006769,-0.000933,-0.003750,0.007794,0.934783
238,0.808049,0.227360,0.543474,0.681250,0.499429,0.607785,-0.034409,0.457038,1.462543,-0.574570,0.274278,0.363083,0.033556,0.917871,-0.000532,0.000419,-0.000239,0.000718,-0.007175,-0.000208,-0.003295,0.007898,0.914894
239,0.807311,0.129516,0.575739,0.675428,0.500717,0.605783,-0.031856,0.457952,1.510631,-0.613508,0.159073,0.367884,0.030849,0.914697,-0.000459,0.000443,-0.000155,0.000657,-0.007319,0.000437,-0.003039,0.007937,0.936170
240,0.798013,0.033095,0.601730,0.670724,0.501956,0.603397,-0.029216,0.458839,1.556111,-0.645666,0.041448,0.372835,0.028030,0.911058,-0.000390,0.000467,-0.000083,0.000614,-0.007492,0.001138,-0.002571,0.008002,0.936170
241,0.780559,-0.059910,0.622204,0.667233,0.503112,0.600645,-0.026513,0.459703,1.597405,-0.671555,-0.076603,0.377916,0.025127,0.906960,-0.000320,0.000482,-0.000023,0.000579,-0.007601,0.001858,-0.001931,0.008060,0.936170
242,0.755387,-0.148654,0.638194,0.665008,0.504154,0.597549,-0.023767,0.460552,1.633332,-0.692151,-0.194309,0.383104,0.022163,0.902409,-0.000194,0.000432,0.000075,0.000480,-0.007341,0.002284,-0.002296,0.008024,0.936170
243,0.723648,-0.230756,0.650450,0.664137,0.505058,0.594140,-0.020992,0.461390,1.662102,-0.708176,-0.308686,0.388367,0.019158,0.897425,-0.000157,0.000465,0.000087,0.000498,-0.007539,0.003177,-0.000780,0.008218,0.936170
244,0.686399,-0.305417,0.659982,0.664655,0.505801,0.590453,-0.018201,0.462223,1.682721,-0.720795,-0.418651,0.393672,0.016125,0.892031,-0.000051,0.000414,0.000149,0.000443,-0.007255,0.003662,-0.000627,0.008151,0.937500
245,0.644986,-0.371730,0.667690,0.666593,0.506369,0.586526,-0.015402,0.463057,1.694318,-0.731101,-0.522839,0.398981,0.013075,0.886256,0.000034,0.000375,0.000183,0.000418,-0.007016,0.004218,-0.000021,0.008186,0.937500
246,0.600961,-0.429015,0.674383,0.669957,0.506754,0.582398,-0.012598,0.463898,1.696321,-0.740129,-0.619982,0.404254,0.010014,0.880134,0.000112,0.000328,0.000202,0.000401,-0.006691,0.004724,0.000683,0.008219,0.937500
247,0.555744,-0.477158,0.680786,0.674761,0.506952,0.578108,-0.009790,0.464752,1.688392,-0.748835,-0.709462,0.409453,0.006941,0.873698,0.000207,0.000258,0.000233,0.000404,-0.006329,0.005144,0.000945,0.008210,0.937500
248,0.511104,-0.515964,0.687426,0.680970,0.506969,0.573697,-0.006979,0.465623,1.670388,-0.757938,-0.790129,0.414538,0.003857,0.866989,0.000265,0.000201,0.000220,0.000398,-0.005857,0.005544,0.001869,0.008278,0.937500
249,0.468565,-0.545759,0.694690,0.688560,0.506814,0.569201,-0.004161,0.466519,1.642238,-0.767989,-0.861356,0.419468,0.000757,0.860048,0.000339,0.000124,0.000220,0.000423,-0.005369,0.005857,0.002307,0.008273,0.918367
250,0.429588,-0.567060,0.702778,0.697497,0.506506,0.564656,-0.001333,0.467443,1.603839,-0.779296,-0.922468,0.424206,-0.002363,0.852918,0.000408,0.000043,0.000212,0.000462,-0.004867,0.006140,0.002736,0.008299,0.918367
251,0.395558,-0.580539,0.711694,0.707742,0.506063,0.560093,0.001507,0.468400,1.555019,-0.791906,-0.972688,0.428711,-0.005508,0.845644,0.000470,-0.000041,0.000192,0.000509,-0.004333,0.006387,0.003200,0.008355,0.918367
252,0.367954,-0.586983,0.721152,0.719140,0.505515,0.555541,0.004363,0.469395,1.496068,-0.805464,-1.010864,0.432947,-0.008683,0.838277,0.000466,-0.000105,0.000112,0.000490,-0.003467,0.006340,0.004337,0.008427,0.918367
253,0.347610,-0.587451,0.730800,0.731666,0.504891,0.551024,0.007234,0.470432,1.426549,-0.819494,-1.036483,0.436874,-0.011888,0.830867,0.000537,-0.000203,0.000101,0.000583,-0.002998,0.006528,0.004317,0.008381,0.918367
254,0.335390,-0.583005,0.740012,0.745169,0.504224,0.546559,0.010119,0.471513,1.346669,-0.833089,-1.048753,0.440456,-0.015121,0.823467,0.000528,-0.000271,0.000021,0.000594,-0.002158,0.006362,0.005080,0.008423,0.920000
255,0.331770,-0.574724,0.748078,0.759583,0.503548,0.542162,0.013013,0.472643,1.256230,-0.845162,-1.047259,0.443655,-0.018376,0.816131,0.000570,-0.000361,-0.000017,0.000675,-0.001615,0.006433,0.005200,0.008427,0.920000
256,0.337060,-0.563635,0.754126,0.774816,0.502897,0.537842,0.015908,0.473823,1.155435,-0.854323,-1.031841,0.446435,-0.021641,0.808912,0.000587,-0.000442,-0.000079,0.000739,-0.000972,0.006395,0.005511,0.008498,0.920000
257,0.351164,-0.550834,0.757143,0.790602,0.502307,0.533606,0.018792,0.475056,1.046167,-0.858928,-1.003249,0.448769,-0.024899,0.801861,0.000502,-0.000476,-0.000202,0.000720,0.000086,0.005734,0.006310,0.008527,0.920000
258,0.373804,-0.537141,0.756141,0.806887,0.501809,0.529456,0.021650,0.476342,0.929628,-0.857396,-0.962818,0.450633,-0.028126,0.795021,0.000534,-0.000559,-0.000247,0.000811,0.000548,0.005775,0.006222,0.008506,0.920000
259,0.404343,-0.523325,0.750092,0.823477,0.501433,0.525391,0.024463,0.477682,0.808726,-0.848201,-0.912961,0.452015,-0.031292,0.788427,0.000482,-0.000600,-0.000342,0.000842,0.001330,0.005317,0.006536,0.008529,0.921569
260,0.441733,-0.510003,0.738085,0.840129,0.501203,0.521409,0.027208,0.479076,0.687344,-0.830227,-0.857008,0.452920,-0.034365,0.782098,0.000385,-0.000608,-0.000449,0.000848,0.002185,0.004546,0.006827,0.008488,0.921569
261,0.485035,-0.497462,0.719217,0.856751,0.501141,0.517505,0.029859,0.480523,0.568460,-0.802674,-0.798046,0.453363,-0.037309,0.776044,0.000383,-0.000662,-0.000508,0.000918,0.002631,0.004436,0.006693,0.008449,0.921569
262,0.533067,-0.485830,0.692682,0.873188,0.501263,0.513676,0.032389,0.482022,0.455223,-0.765202,-0.739070,0.453370,-0.040087,0.770261,0.000342,-0.000691,-0.000587,0.000969,0.003192,0.004102,0.006687,0.008469,0.921569
263,0.584109,-0.475104,0.658099,0.889157,0.501578,0.509916,0.034768,0.483570,0.350947,-0.718291,-0.682848,0.452981,-0.042666,0.764736,0.000197,-0.000643,-0.000688,0.000962,0.003955,0.003032,0.006754,0.008393,0.921569
264,0.637210,-0.464888,0.614689,0.904644,0.502092,0.506223,0.036965,0.485165,0.256288,-0.661991,-0.630296,0.452236,-0.045012,0.759452,0.000252,-0.000725,-0.000737,0.001064,0.004187,0.003441,0.006511,0.008472,0.903846
265,0.690276,-0.454819,0.562724,0.919300,0.502802,0.502597,0.038949,0.486803,0.173169,-0.597677,-0.582602,0.451183,-0.047097,0.754387,0.000051,-0.000614,-0.000833,0.001036,0.004919,0.001984,0.006450,0.008351,0.923077
266,0.741938,-0.444221,0.502190,0.932998,0.503701,0.499037,0.040690,0.488481,0.101476,-0.526130,-0.539486,0.449868,-0.048898,0.749523,0.000011,-0.000610,-0.000888,0.001078,0.005239,0.001739,0.006186,0.008290,0.923077
267,0.791006,-0.432240,0.432987,0.945636,0.504777,0.495549,0.042159,0.490193,0.040659,-0.447804,-0.500108,0.448335,-0.050392,0.744843,0.000008,-0.000638,-0.000951,0.001146,0.005559,0.001825,0.006002,0.008382,0.923077
268,0.835536,-0.418119,0.356450,0.956898,0.506011,0.492140,0.043332,0.491935,-0.008998,-0.364466,-0.463983,0.446629,-0.051564,0.740332,-0.000199,-0.000474,-0.000998,0.001123,0.005964,0.000320,0.005594,0.008183,0.923077
269,0.874347,-0.400932,0.273441,0.966642,0.507380,0.488820,0.044188,0.493699,-0.048094,-0.276968,-0.429941,0.444790,-0.052402,0.735982,-0.000261,-0.000420,-0.001031,0.001143,0.006149,-0.000054,0.005210,0.008060,0.923077
270,0.906528,-0.379637,0.184614,0.974750,0.508859,0.485604,0.044708,0.495481,-0.077181,-0.185679,-0.396591,0.442856,-0.052896,0.731787,-0.000269,-0.000419,-0.001079,0.001189,0.006378,0.000056,0.004971,0.008086,0.924528
271,0.930890,-0.353510,0.092054,0.980999,0.510416,0.482507,0.044882,0.497272,-0.096216,-0.092184,-0.362932,0.440867,-0.053041,0.727748,-0.000438,-0.000238,-0.001068,0.001179,0.006418,-0.001170,0.004335,0.007833,0.924528
272,0.946929,-0.321420,-0.003689,0.985291,0.512021,0.479552,0.044704,0.499067,-0.105324,0.003689,-0.327232,0.438859,-0.052832,0.723869,-0.000386,-0.000294,-0.001138,0.001237,0.006730,-0.000493,0.004284,0.007993,0.924528
273,0.953904,-0.283119,-0.099555,0.987418,0.513639,0.476758,0.044175,0.500856,-0.104067,0.099720,-0.288519,0.436870,-0.052273,0.720161,-0.000601,-0.000023,-0.001055,0.001214,0.006429,-0.002180,0.003342,0.007567,0.924528
274,0.951682,-0.238067,-0.193972,0.987278,0.515238,0.474149,0.043306,0.502631,-0.091984,0.195209,-0.245124,0.434940,-0.051370,0.716638,-0.000622,0.000035,-0.001049,0.001220,0.006414,-0.002177,0.002967,0.007395,0.924528
275,0.940222,-0.185776,-0.285428,0.984749,0.516783,0.471750,0.042111,0.504384,-0.068107,0.289453,-0.195075,0.433111,-0.050131,0.713322,-0.000635,0.000079,-0.001058,0.001237,0.006494,-0.002053,0.002692,0.007323,0.907407
276,0.919768,-0.126444,-0.371536,0.979734,0.518244,0.469582,0.040612,0.506106,-0.031290,0.380663,-0.136617,0.431428,-0.048570,0.710243,-0.000723,0.000240,-0.000978,0.001239,0.006159,-0.002695,0.002024,0.007020,0.907407
277,0.890786,-0.060342,-0.450400,0.972155,0.519588,0.467669,0.038840,0.507789,0.019934,0.467213,-0.067637,0.429943,-0.046708,0.707435,-0.000760,0.000344,-0.000918,0.001241,0.005926,-0.002884,0.001549,0.006771,0.907407
278,0.853548,0.012706,-0.520859,0.961848,0.520790,0.466033,0.036826,0.509422,0.087911,0.547857,0.014885,0.428713,-0.044569,0.704943,-0.000734,0.000340,-0.000961,0.001256,0.006238,-0.002314,0.001551,0.006832,0.907407
279,0.809192,0.091187,-0.580425,0.948849,0.521823,0.464689,0.034614,0.510997,0.173628,0.619250,0.112216,0.427798,-0.042190,0.702819,-0.000830,0.000564,-0.000764,0.001262,0.005338,-0.003270,0.000605,0.006289,0.907407
280,0.758370,0.174574,-0.628012,0.933043,0.522668,0.463653,0.032247,0.512504,0.278508,0.678996,0.226255,0.427265,-0.039614,0.701117,-0.000810,0.000586,-0.000760,0.001255,0.005446,-0.002834,0.000526,0.006162,0.909091
281,0.702265,0.261348,-0.662209,0.914456,0.523307,0.462933,0.029776,0.513935,0.401520,0.723763,0.356270,0.427174,-0.036897,0.699890,-0.000837,0.000710,-0.000621,0.001261,0.004861,-0.003106,-0.000016,0.005768,0.909091
282,0.641730,0.350438,-0.682185,0.893000,0.523727,0.462534,0.027251,0.515279,0.539912,0.750747,0.499831,0.427573,-0.034104,0.699180,-0.000823,0.000749,-0.000582,0.001255,0.004836,-0.002782,-0.000128,0.005581,0.909091
283,0.578150,0.439866,-0.687212,0.868776,0.523920,0.462454,0.024727,0.516528,0.686908,0.757644,0.650388,0.428490,-0.031307,0.699008,-0.000830,0.000856,-0.000417,0.001263,0.004117,-0.002994,-0.000624,0.005129,0.909091
284,0.512326,0.528395,-0.676994,0.841679,0.523879,0.462686,0.022256,0.517673,0.835162,0.743670,0.800838,0.429922,-0.028578,0.699366,-0.000806,0.000871,-0.000390,0.001249,0.004201,-0.002542,-0.000592,0.004946,0.909091
285,0.445392,0.614190,-0.651458,0.811745,0.523603,0.463218,0.019892,0.518705,0.976685,0.709504,0.943376,0.431840,-0.025988,0.700223,-0.000794,0.000928,-0.000277,0.001252,0.003809,-0.002442,-0.000802,0.004595,0.910714
286,0.378458,0.695380,-0.610915,0.779030,0.523096,0.464029,0.017686,0.519615,1.105687,0.657215,1.072382,0.434196,-0.023599,0.701524,-0.000775,0.000972,-0.000160,0.001253,0.003389,-0.002315,-0.000966,0.004216,0.910714
287,0.312999,0.769663,-0.556463,0.743858,0.522364,0.465094,0.015686,0.520396,1.218700,0.590123,1.184552,0.436930,-0.021461,0.703207,-0.000741,0.001025,0.000059,0.001266,0.002315,-0.002498,-0.001367,0.003669,0.910714
288,0.249449,0.835957,-0.488826,0.706080,0.521416,0.466382,0.013934,0.521041,1.316501,0.510744,1.280808,0.439984,-0.019613,0.705212,-0.000710,0.000998,0.000051,0.001226,0.002639,-0.001887,-0.001057,0.003412,0.910714
289,0.188851,0.892515,-0.409577,0.665937,0.520266,0.467857,0.012469,0.521542,1.400078,0.421990,1.362278,0.443306,-0.018085,0.707486,-0.000670,0.001008,0.000209,0.001228,0.001909,-0.001855,-0.001193,0.002917,0.910714
290,0.131680,0.938227,-0.319986,0.623394,0.518926,0.469479,0.011322,0.521894,1.471708,0.325715,1.431357,0.446852,-0.016899,0.709982,-0.000642,0.000985,0.000247,0.001201,0.001941,-0.001447,-0.000958,0.002604,0.912281
291,0.078774,0.971810,-0.222217,0.578765,0.517413,0.471205,0.010520,0.522089,1.533122,0.224088,1.489914,0.450585,-0.016071,0.712662,-0.000593,0.000965,0.000400,0.001201,0.001159,-0.001433,-0.001017,0.002105,0.912281
292,0.030511,0.992537,-0.118066,0.532123,0.515746,0.472990,0.010079,0.522123,1.586316,0.118342,1.540066,0.454474,-0.015611,0.715496,-0.000560,0.000925,0.000455,0.001173,0.001002,-0.001143,-0.000785,0.001711,0.912281
293,-0.012736,0.999873,-0.009566,0.483621,0.513942,0.474788,0.010012,0.521992,1.632882,0.009566,1.583533,0.458496,-0.015525,0.718459,-0.000523,0.000879,0.000528,0.001151,0.000686,-0.000950,-0.000588,0.001311,0.912281
294,-0.050737,0.993555,0.101359,0.433349,0.512021,0.476553,0.010323,0.521691,1.674185,-0.101534,1.621818,0.462631,-0.015818,0.721531,-0.000496,0.000828,0.000573,0.001123,0.000542,-0.000713,-0.000299,0.000945,0.912281
295,-0.083205,0.973641,0.212370,0.381595,0.510003,0.478238,0.011008,0.521216,1.711183,-0.214000,1.656046,0.466864,-0.016489,0.724699,-0.000453,0.000763,0.000658,0.001105,-0.000003,-0.000669,-0.000133,0.000682,0.896552
296,-0.109983,0.940598,0.321217,0.328653,0.507909,0.479800,0.012056,0.520565,1.744662,-0.327014,1.687196,0.471181,-0.017538,0.727951,-0.000408,0.000685,0.000728,0.001080,-0.000542,-0.000648,0.000054,0.000847,0.913793
297,-0.131122,0.895012,0.426335,0.274551,0.505757,0.481198,0.013451,0.519737,1.775393,-0.440437,1.716264,0.475572,-0.018962,0.731278,-0.000401,0.000624,0.000717,0.001032,-0.000433,-0.000404,0.000491,0.000769,0.913793
298,-0.146560,0.838047,0.525545,0.219719,0.503568,0.482396,0.015169,0.518730,1.803745,-0.553355,1.743928,0.480029,-0.020756,0.734677,-0.000347,0.000526,0.000789,0.001009,-0.001208,-0.000548,0.000605,0.001458,0.913793
299,-0.156430,0.770714,0.617681,0.164164,0.501361,0.483360,0.017184,0.517544,1.830164,-0.665790,1.771043,0.484544,-0.022913,0.738143,-0.000350,0.000464,0.000757,0.000954,-0.001070,-0.000367,0.001064,0.001554,0.913793
300,-0.160804,0.694724,0.701071,0.108335,0.499154,0.484064,0.019464,0.516180,1.854708,-0.776899,1.798255,0.489112,-0.025426,0.741676,-0.000300,0.000360,0.000796,0.000924,-0.001799,-0.000566,0.001179,0.002224,0.913793
301,-0.159833,0.611046,0.775291,0.052017,0.496964,0.484486,0.021975,0.514638,1.877505,-0.887176,1.826636,0.493724,-0.028289,0.745281,-0.000342,0.000326,0.000716,0.000858,-0.001260,-0.000297,0.001816,0.002230,0.915254
302,-0.153705,0.522428,0.838716,-0.003881,0.494810,0.484612,0.024679,0.512921,1.897881,-0.994920,1.856935,0.498374,-0.031490,0.748962,-0.000235,0.000173,0.000792,0.000844,-0.002799,-0.000892,0.001530,0.003312,0.915254
303,-0.142616,0.430081,0.891454,-0.059531,0.492706,0.484432,0.027540,0.511032,1.914979,-1.100544,1.890989,0.503049,-0.035018,0.752731,-0.000278,0.000139,0.000698,0.000764,-0.002339,-0.000721,0.002097,0.003223,0.915254
304,-0.126852,0.336214,0.933203,-0.114484,0.490668,0.483944,0.030519,0.508974,1.926353,-1.203226,1.931578,0.507731,-0.038861,0.756609,-0.000234,0.000042,0.000680,0.000720,-0.003014,-0.001035,0.002106,0.003820,0.915254
305,-0.106837,0.243193,0.964076,-0.168197,0.488709,0.483155,0.033580,0.506754,1.926129,-1.301943,1.984725,0.512381,-0.043002,0.760635,-0.000171,-0.000063,0.000652,0.000677,-0.003814,-0.001430,0.001941,0.004512,0.915254
306,-0.095093,0.196530,0.975876,-0.195105,0.486801,0.482218,0.036659,0.504460,1.916947,-1.350697,2.021448,0.516971,-0.047276,0.764756,0.004124,-0.003127,0.002853,0.005910,-0.046235,-0.018819,-0.025082,0.055865,0.916667
307,-0.094890,0.195762,0.976050,-0.195549,0.484906,0.481285,0.039719,0.502180,1.916711,-1.351496,2.022145,0.521531,-0.051524,0.768851,0.004363,-0.003128,0.002477,0.005912,-0.044461,-0.018106,-0.027342,0.055247,0.916667
308,-0.094890,0.195762,0.976050,-0.195549,0.483024,0.480358,0.042759,0.499915,1.916711,-1.351496,2.022145,0.526061,-0.055745,0.772920,0.000074,-0.000052,0.000041,0.000099,-0.000742,-0.000302,-0.000466,0.000927,0.916667
309,-0.094890,0.195762,0.976050,-0.195549,0.481154,0.479437,0.045780,0.497664,1.916711,-1.351496,2.022145,0.530561,-0.059938,0.776963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.916667
310,-0.094890,0.195762,0.976050,-0.195549,0.479296,0.478522,0.048781,0.495428,1.916711,-1.351496,2.022145,0.535033,-0.064104,0.780980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.916667
311,-0.094890,0.195762,0.976050,-0.195549,0.477449,0.477613,0.051762,0.493206,1.916711,-1.351496,2.022145,0.539475,-0.068244,0.784971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.901639
312,-0.094890,0.195762,0.976050,-0.195549,0.475615,0.476710,0.054725,0.490999,1.916711,-1.351496,2.022145,0.543889,-0.072357,0.788936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.901639
313,-0.094890,0.195762,0.976050,-0.195549,0.473792,0.475812,0.057668,0.488805,1.916711,-1.351496,2.022145,0.548275,-0.076444,0.792876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.901639
314,-0.094890,0.195762,0.976050,-0.195549,0.471981,0.474920,0.060593,0.486626,1.916711,-1.351496,2.022145,0.552634,-0.080504,0.796791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.901639
315,-0.094890,0.195762,0.976050,-0.195549,0.470182,0.474034,0.063499,0.484460,1.916711,-1.351496,2.022145,0.556964,-0.084539,0.800681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.901639
316,-0.094874,0.195734,0.976057,-0.195556,0.468393,0.473153,0.066387,0.482308,1.916705,-1.351529,2.022135,0.561267,-0.088549,0.804546,0.000017,-0.000028,0.000007,0.000033,0.000030,0.000013,-0.000015,0.000036,0.903226
317,-0.088820,0.185079,0.978702,-0.198248,0.466636,0.472244,0.069265,0.480161,1.914810,-1.364038,2.018237,0.565537,-0.092572,0.808375,0.006704,-0.010338,0.002433,0.012559,0.011408,0.005059,-0.005733,0.013734,0.903226
318,-0.074676,0.159978,0.984292,-0.204691,0.464933,0.471262,0.072142,0.478008,1.912562,-1.393317,2.007525,0.569773,-0.096663,0.812146,0.010032,-0.012670,0.002907,0.016420,0.015210,0.007066,-0.007169,0.018239,0.903226
319,-0.059616,0.133116,0.989306,-0.211719,0.463289,0.470202,0.075017,0.475845,1.915257,-1.424418,1.991863,0.573991,-0.100825,0.815844,0.002482,0.000377,-0.000176,0.002516,0.001456,0.001191,-0.000084,0.001883,0.903226
320,-0.043890,0.105124,0.993490,-0.219162,0.461704,0.469062,0.077888,0.473674,1.928106,-1.456630,1.966302,0.578222,-0.105062,0.819439,0.002119,0.001064,-0.000310,0.002392,0.000795,0.000991,0.000184,0.001284,0.903226
321,-0.027606,0.076375,0.996697,-0.226906,0.460180,0.467838,0.080750,0.471491,1.964399,-1.489495,1.917634,0.582540,-0.109375,0.822860,0.001872,0.001420,-0.000363,0.002378,0.000437,0.000898,0.000276,0.001036,0.888889
322,-0.010586,0.046721,0.998852,-0.234976,0.458718,0.466530,0.083601,0.469297,2.076226,-1.522873,1.793611,0.587179,-0.113764,0.825875,0.002026,0.001394,-0.000330,0.002482,0.000616,0.001071,0.000131,0.001242,0.904762
